filepath,label
data/Diabetic Retinopathy/train/images/IMAGE_00029.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01636.jpg,1
data/Diabetic Retinopathy/train/images/IMAGE_00516.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01106.png,0
data/Diabetic Retinopathy/train/images/IMAGE_02076.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00956.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00713.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00039.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01571.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00401.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_02248.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00400.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_00686.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01158.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01906.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00287.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_01412.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01847.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01050.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01035.png,0
data/Diabetic Retinopathy/train/images/IMAGE_02159.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_00246.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00309.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_01541.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01238.png,1
data/Diabetic Retinopathy/train/images/IMAGE_01482.png,0
data/Diabetic Retinopathy/train/images/IMAGE_02045.jpg,1
data/Diabetic Retinopathy/train/images/IMAGE_02250.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00289.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_01311.png,1
data/Diabetic Retinopathy/train/images/IMAGE_02150.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01070.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01393.png,4
data/Diabetic Retinopathy/train/images/IMAGE_00063.jpg,1
data/Diabetic Retinopathy/train/images/IMAGE_02166.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01900.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00214.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_00633.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01782.jpg,1
data/Diabetic Retinopathy/train/images/IMAGE_00995.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00472.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_02031.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01677.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00354.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_00872.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01478.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00267.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01321.png,1
data/Diabetic Retinopathy/train/images/IMAGE_01965.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00312.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00096.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01925.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00880.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01700.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_02228.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00670.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01841.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01856.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01825.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01153.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00719.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01689.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_00540.png,1
data/Diabetic Retinopathy/train/images/IMAGE_01597.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01357.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00411.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_01728.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_02177.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00478.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_01058.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01713.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00334.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_00968.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00966.png,3
data/Diabetic Retinopathy/train/images/IMAGE_00657.png,1
data/Diabetic Retinopathy/train/images/IMAGE_00755.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01890.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00116.jpg,4
data/Diabetic Retinopathy/train/images/IMAGE_02063.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01532.png,3
data/Diabetic Retinopathy/train/images/IMAGE_02016.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_00251.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00493.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01816.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00049.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_01428.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00171.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_01222.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00265.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01457.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01398.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01572.jpg,1
data/Diabetic Retinopathy/train/images/IMAGE_02168.jpg,1
data/Diabetic Retinopathy/train/images/IMAGE_02039.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00737.png,0
data/Diabetic Retinopathy/train/images/IMAGE_02070.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00541.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00225.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_01540.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00263.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00666.png,1
data/Diabetic Retinopathy/train/images/IMAGE_00474.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_00903.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01464.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01473.png,3
data/Diabetic Retinopathy/train/images/IMAGE_00520.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00162.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_01169.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00554.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01801.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00823.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00843.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00551.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01914.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01165.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01608.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00270.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01707.jpg,1
data/Diabetic Retinopathy/train/images/IMAGE_00492.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_02030.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00625.png,1
data/Diabetic Retinopathy/train/images/IMAGE_02216.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_02110.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00507.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_00721.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00648.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01849.jpg,4
data/Diabetic Retinopathy/train/images/IMAGE_00115.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_00526.png,1
data/Diabetic Retinopathy/train/images/IMAGE_02183.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00792.png,1
data/Diabetic Retinopathy/train/images/IMAGE_00407.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_00041.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00595.png,1
data/Diabetic Retinopathy/train/images/IMAGE_01737.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00441.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00916.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01135.png,1
data/Diabetic Retinopathy/train/images/IMAGE_00841.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01509.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00189.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_01387.png,1
data/Diabetic Retinopathy/train/images/IMAGE_01885.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00192.jpg,4
data/Diabetic Retinopathy/train/images/IMAGE_00616.png,1
data/Diabetic Retinopathy/train/images/IMAGE_00854.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00609.png,3
data/Diabetic Retinopathy/train/images/IMAGE_00396.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01761.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01864.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_01047.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01917.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00341.jpg,4
data/Diabetic Retinopathy/train/images/IMAGE_00410.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_00500.jpg,1
data/Diabetic Retinopathy/train/images/IMAGE_01552.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01129.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00426.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_00772.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01296.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00367.jpg,1
data/Diabetic Retinopathy/train/images/IMAGE_01794.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00758.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01400.png,1
data/Diabetic Retinopathy/train/images/IMAGE_00071.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_01811.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_01759.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01075.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00917.png,1
data/Diabetic Retinopathy/train/images/IMAGE_01093.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01278.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00746.png,1
data/Diabetic Retinopathy/train/images/IMAGE_00205.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_01996.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00371.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_00768.png,0
data/Diabetic Retinopathy/train/images/IMAGE_02057.jpg,1
data/Diabetic Retinopathy/train/images/IMAGE_00286.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00786.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01178.png,1
data/Diabetic Retinopathy/train/images/IMAGE_01072.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00997.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01256.png,1
data/Diabetic Retinopathy/train/images/IMAGE_02205.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01010.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00578.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01099.png,1
data/Diabetic Retinopathy/train/images/IMAGE_00066.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_00488.jpg,4
data/Diabetic Retinopathy/train/images/IMAGE_00539.png,1
data/Diabetic Retinopathy/train/images/IMAGE_01233.png,1
data/Diabetic Retinopathy/train/images/IMAGE_00864.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01795.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01474.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01524.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00165.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_01680.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01208.png,0
data/Diabetic Retinopathy/train/images/IMAGE_02132.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01806.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00470.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_01441.png,1
data/Diabetic Retinopathy/train/images/IMAGE_01046.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01696.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00277.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01045.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01310.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00379.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_00275.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00194.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_00656.png,1
data/Diabetic Retinopathy/train/images/IMAGE_01445.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00357.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00023.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_02032.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00438.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_01355.png,1
data/Diabetic Retinopathy/train/images/IMAGE_01440.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00088.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_00216.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_02001.jpg,1
data/Diabetic Retinopathy/train/images/IMAGE_00970.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01404.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01149.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00176.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_00929.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00080.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_00303.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_01807.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01517.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00716.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00308.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00296.jpg,1
data/Diabetic Retinopathy/train/images/IMAGE_01340.png,1
data/Diabetic Retinopathy/train/images/IMAGE_02012.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_01809.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_02040.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01446.png,1
data/Diabetic Retinopathy/train/images/IMAGE_00397.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_00033.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_00138.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_00741.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01468.png,0
data/Diabetic Retinopathy/train/images/IMAGE_02011.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_01170.png,1
data/Diabetic Retinopathy/train/images/IMAGE_00928.png,1
data/Diabetic Retinopathy/train/images/IMAGE_01702.jpg,1
data/Diabetic Retinopathy/train/images/IMAGE_01769.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00596.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00963.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00532.png,3
data/Diabetic Retinopathy/train/images/IMAGE_01659.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_02155.jpg,1
data/Diabetic Retinopathy/train/images/IMAGE_01789.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01055.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00099.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_02160.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00187.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_00377.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01290.png,1
data/Diabetic Retinopathy/train/images/IMAGE_01265.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00664.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01180.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00031.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_01502.png,0
data/Diabetic Retinopathy/train/images/IMAGE_02164.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00376.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01566.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01348.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01451.png,1
data/Diabetic Retinopathy/train/images/IMAGE_01379.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01741.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_02094.jpg,1
data/Diabetic Retinopathy/train/images/IMAGE_01119.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01935.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01435.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01594.jpg,1
data/Diabetic Retinopathy/train/images/IMAGE_00065.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_01910.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00326.jpg,4
data/Diabetic Retinopathy/train/images/IMAGE_02246.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00603.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01200.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01014.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00027.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_00198.jpg,4
data/Diabetic Retinopathy/train/images/IMAGE_00084.jpg,1
data/Diabetic Retinopathy/train/images/IMAGE_02212.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01656.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_01162.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01715.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01511.png,3
data/Diabetic Retinopathy/train/images/IMAGE_02194.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01041.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00845.png,0
data/Diabetic Retinopathy/train/images/IMAGE_02089.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00894.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01401.png,1
data/Diabetic Retinopathy/train/images/IMAGE_00321.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00122.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_02037.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00702.png,1
data/Diabetic Retinopathy/train/images/IMAGE_00518.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01705.jpg,1
data/Diabetic Retinopathy/train/images/IMAGE_01661.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01327.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01429.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01787.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01011.png,1
data/Diabetic Retinopathy/train/images/IMAGE_01873.jpg,4
data/Diabetic Retinopathy/train/images/IMAGE_00504.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_01939.jpg,4
data/Diabetic Retinopathy/train/images/IMAGE_00121.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_02239.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00748.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01234.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00937.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01684.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01274.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00295.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01687.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01852.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00218.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_02062.jpg,4
data/Diabetic Retinopathy/train/images/IMAGE_00247.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00767.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01812.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01427.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01152.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01414.png,0
data/Diabetic Retinopathy/train/images/IMAGE_02238.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_02167.jpg,4
data/Diabetic Retinopathy/train/images/IMAGE_00149.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_00239.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_00791.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00372.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_01493.png,1
data/Diabetic Retinopathy/train/images/IMAGE_01835.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_02026.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00134.jpg,4
data/Diabetic Retinopathy/train/images/IMAGE_01475.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00700.png,0
data/Diabetic Retinopathy/train/images/IMAGE_02036.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00649.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00912.png,3
data/Diabetic Retinopathy/train/images/IMAGE_02133.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00481.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_00054.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01533.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01091.png,1
data/Diabetic Retinopathy/train/images/IMAGE_01444.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01257.png,1
data/Diabetic Retinopathy/train/images/IMAGE_00724.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00236.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_00749.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00631.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01330.png,1
data/Diabetic Retinopathy/train/images/IMAGE_01804.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00311.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00348.jpg,4
data/Diabetic Retinopathy/train/images/IMAGE_01953.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00257.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00358.jpg,1
data/Diabetic Retinopathy/train/images/IMAGE_00574.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00483.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_01305.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01241.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00628.png,1
data/Diabetic Retinopathy/train/images/IMAGE_00996.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00856.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00047.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01071.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01343.png,1
data/Diabetic Retinopathy/train/images/IMAGE_00635.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00280.jpg,4
data/Diabetic Retinopathy/train/images/IMAGE_01596.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01000.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01518.png,3
data/Diabetic Retinopathy/train/images/IMAGE_00069.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01288.png,3
data/Diabetic Retinopathy/train/images/IMAGE_01896.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00353.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00167.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_01788.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00314.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01676.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01125.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01212.png,1
data/Diabetic Retinopathy/train/images/IMAGE_01673.jpg,1
data/Diabetic Retinopathy/train/images/IMAGE_00795.png,1
data/Diabetic Retinopathy/train/images/IMAGE_00316.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01052.png,1
data/Diabetic Retinopathy/train/images/IMAGE_00867.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01384.png,1
data/Diabetic Retinopathy/train/images/IMAGE_01339.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00364.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_01525.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01913.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01019.png,1
data/Diabetic Retinopathy/train/images/IMAGE_00915.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00704.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01322.png,0
data/Diabetic Retinopathy/train/images/IMAGE_02085.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00709.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01641.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00865.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00329.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00288.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_00168.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_02095.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00550.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01685.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00146.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_02058.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_02198.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00902.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01829.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_00558.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01292.png,3
data/Diabetic Retinopathy/train/images/IMAGE_01240.png,2
data/Diabetic Retinopathy/train/images/IMAGE_00672.png,2
data/Diabetic Retinopathy/train/images/IMAGE_01460.png,1
data/Diabetic Retinopathy/train/images/IMAGE_01155.png,1
data/Diabetic Retinopathy/train/images/IMAGE_00017.jpg,2
data/Diabetic Retinopathy/train/images/IMAGE_00871.png,0
data/Diabetic Retinopathy/train/images/IMAGE_00421.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_01294.png,1
data/Diabetic Retinopathy/train/images/IMAGE_00519.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01022.png,3
data/Diabetic Retinopathy/train/images/IMAGE_00157.jpg,3
data/Diabetic Retinopathy/train/images/IMAGE_01342.png,1
data/Diabetic Retinopathy/train/images/IMAGE_00124.jpg,4
data/Diabetic Retinopathy/train/images/IMAGE_01250.png,0
data/Diabetic Retinopathy/train/images/IMAGE_01189.png,1
data/Diabetic Retinopathy/train/images/IMAGE_02053.jpg,0
data/Diabetic Retinopathy/train/images/IMAGE_01958.jpg,0
